"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"13","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","5",NA,"6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","6","5","6"
"14","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","5",NA,"6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","6","5","6"
"15","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6",NA,"6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","6","5","6"
"16","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"17","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"18","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"19","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"20","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"21","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"22","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","5","6"
"23","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","5","6","5","5","6","6","6","6","6","6","6","5","6","6","6","5","6","6"
"24","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","5","6","6","6","6","6","6","6","5","6","6","6","5","6","6"
"25","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","5","6","0","6","6","6","6","6","5","6","6","6","5","6","6"
"26","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","5","5","6","0","6","6","6","6","6","5","6","6","6","5","6","6"
"27","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","5","5","6","0","6","6","6","6","6","5","6","6","6","5","6","6"
"28","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","5","5","6","0","6","6","6","6","6","5","6","6","6","5","6","6"
"29","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","5","6","5","6","6","6","6","6","5","6","6","6","6","6","6"
"30","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","5","6","5","6","6","6","6","6","5","6","6","6","6","6","6"
"31","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"32","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"33","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"34","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"35","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"36","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"37","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"38","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"39","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"40","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"41","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"42","5","6","6","6",NA,NA,NA,"6",NA,"6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"43","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"44","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"45","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"46","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"47","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"48","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"49","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"50","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"51","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"52","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"53","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","3","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"54","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"55","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"56","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"57","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"58","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"59","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"60","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"61","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"62","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"63","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"64","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"65","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"66","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"67","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"68","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"69","5","6","6","6",NA,"6",NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"70","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"71","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"72","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"73","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"74","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"75","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"76","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"77","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"78","5","6","6","6",NA,NA,NA,"6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",NA,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
