"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"133",NA,19.3342,5.26054,NA,NA,25.378,NA,17.4889,1.76386,16.321,15.516,13.6243,NA,17.8531,18.4185,15.4361,1.15666,18.2032,NA,9.14129,4.49125,NA,NA,2.57503,2.59766,12.9996,14.7634,16.5298,1.12814,7.3231,17.9917,4.467,12.7895,10.7613,5.21234,11.6017,NA,18.4605,2.24363,19.9982,5.75351,14.3979,6.90566,18.8618,19.2865,17.9588,16.4921,9.07172,19.5467,14.6895,19.3442,10.9279,28.4786,21.4183,NA,7.25945,6.89011,NA,9.85134,14.0552,12.6233,19.7156,12.538,18.5134,16.4205,19.3856,3.41359,NA,NA,17.398,12.5981,19.1277,9.83587,10.957,28.9114,12.2367,2.05519,8.8639,9.31818,30.4541
"134",NA,15.9419,4.26783,NA,NA,23.5419,NA,17.2815,15.8992,17.7976,14.5303,11.8589,NA,18.0335,16.762,14.7075,1.08804,18.1971,NA,16.7668,3.64749,16.3907,NA,2.79633,13.6479,13.1516,14.717,27.1306,NA,1.12788,12.2488,2.6277,10.2707,1.64839,3.74355,6.90889,NA,13.2947,4.29244,13.3303,6.79785,10.9666,4.7936,18.1693,9.25975,17.2331,NA,3.74139,19.0799,12.1577,16.9366,7.65407,18.7122,20.1313,NA,10.05293,NA,23.219,8.09464,NA,11.5302,29.8501,13.3851,13.6689,17.2599,16.8787,3.49959,NA,NA,11.6367,7.80799,15.5921,11.4498,4.66712,32.8101,7.28431,1.29531,3.40477,7.31506,32.3491
"135",NA,19.3457,4.69507,NA,NA,22.8908,NA,17.5866,19.548,22.2624,8.75136,13.4054,NA,16.2694,17.4188,15.1531,NA,20.2372,NA,2.38967,3.52223,15.0308,NA,4.2397,13.5702,13.6948,15.0584,29.6662,NA,1.24047,10.7016,3.08942,12.5559,1.54711,4.39052,5.91219,NA,10.3143,3.00862,16.5401,7.37093,17.2598,4.69656,16.3229,9.22292,14.461,NA,2.86881,17.9393,10.5222,18.0689,6.6873,28.7787,8.19948,NA,17.9454,1.72851,26.3176,7.41503,11.728,12.9381,27.6748,10.6332,16.7637,17.0381,17.0652,4.8913,NA,NA,2.98995,9.68372,19.9098,7.77621,5.35458,28.948,10.2182,5.46426,9.13108,6.43213,29.8977
"136",NA,18.0072,5.99972,NA,NA,22.837,NA,12.3502,26.6885,20.2542,10.9022,13.1329,NA,16.7153,18.2921,22.1678,NA,19.5506,NA,1.21511,3.98184,NA,NA,4.53537,19.7937,17.4184,16.5656,21.3566,1.34087,3.58823,10.8851,5.16858,16.2797,7.57022,4.09269,9.357,NA,32.3488,1.1601,19.5962,7.26498,18.6834,6.39077,19.4068,35.4283,17.1493,NA,5.73574,16.9748,16.4267,15.9877,10.9578,28.7601,19.9824,NA,11.296705,2.57923,NA,16.9327,19.3477,13.5913,18.0862,13.7858,14.7291,17.2187,20.0333,4.38592,NA,NA,19.5043,14.2818,25.2736,6.52687,14.8319,16.906,13.2288,5.46805,12.699,9.56392,28.6007
"137",NA,15.0665,5.00993,NA,NA,20.1333,NA,24.3332,29.9843,20.9212,13.7063,13.9063,NA,12.403,16.3091,20.5352,NA,19.4336,NA,7.92027,3.0615,NA,NA,4.00512,14.1956,13.4218,15.2137,20.9286,NA,1.47586,12.8016,1.27406,10.6722,3.69043,2.98556,8.68235,NA,22.9624,4.92915,17.5836,6.21025,16.4987,4.18083,17.6476,5.16966,17.1339,6.88012,4.99964,15.5871,14.5333,16.0773,9.51438,NA,20.2408,NA,10.134655,3.41818,28.4015,15.7491,5.40475,13.9159,12.8101,9.35926,15.7265,17.0681,17.4686,5.2973,NA,NA,13.3136,7.71814,22.1915,6.91582,12.6306,22.0657,11.2327,2.91598,2.97287,5.95459,18.5573
"138",NA,17.8249,5.57481,NA,NA,22.7613,NA,26.3311,15.287,18.765,15.4658,13.6332,NA,19.0818,11.1345,14.8876,1.24772,14.6629,NA,9.35054,2.98522,NA,NA,2.1755,15.6351,11.3625,17.5174,21.5552,NA,NA,10.9333,4.24404,13.4701,3.64041,1.27003,9.09353,NA,24.8922,4.40555,19.9437,8.18883,7.68227,4.86298,17.1395,13.9734,13.874,15.7225,3.79054,14.5504,12.845,14.8378,7.55011,NA,17.9377,NA,10.368335,6.78674,29.0216,8.99725,1.47036,12.5219,14.6075,11.1402,16.1968,18.0105,18.063,5.30607,NA,NA,14.884,10.1305,29.9037,4.95809,1.24162,31.8331,12.6525,2.72802,1.06357,8.39889,14.9082
"139",NA,17.2743,5.99547,NA,NA,26.268,NA,25.7697,16.8154,22.8688,16.5701,13.8408,NA,18.6177,18.2228,14.5155,NA,12.6592,NA,8.86256,3.35991,NA,NA,4.78499,16.9463,16.5167,28.9745,29.6902,1.6371,3.28807,17.0597,4.64128,15.3971,7.3616,3.05055,9.42717,NA,32.8608,4.58057,20.6596,6.79028,NA,5.32438,10.8258,18.2071,19.0535,16.2562,8.74365,14.3705,13.7031,17.8093,10.4414,NA,20.0516,NA,11.83708,6.3765,NA,7.66538,NA,11.3522,17.2693,13.4532,18.6493,17.6,19.8184,5.95821,NA,NA,13.757,13.3637,32.7229,8.22742,5.77994,25.5932,13.9386,2.58231,12.0585,11.1976,14.9383
"140",NA,17.8212,2.78336,NA,NA,24.8327,NA,25.9823,24.6886,23.3519,15.7811,12.0309,NA,15.8942,14.1371,13.2189,1.21511,13.5469,NA,17.1647,2.8873,17.2427,2.28603,3.72833,9.97626,13.9075,35.4961,7.04662,NA,NA,7.54915,1.51176,12.7053,5.43296,NA,5.85739,NA,29.3604,3.87054,18.8928,5.35089,12.1825,5.30667,16.5675,5.87879,15.4508,16.4813,4.33337,16.2939,13.8645,10.7926,9.03744,NA,12.6914,NA,11.057855,NA,28.6553,14.9606,NA,10.8256,13.6433,13.3376,15.3495,16.0418,18.1484,6.75324,NA,NA,13.3914,9.96927,15.3792,5.12096,NA,31.0119,11.3256,2.49664,7.94548,5.49456,31.341
"141",NA,20.1366,3.41972,NA,NA,22.2979,NA,13.3682,22.1571,19.6708,10.6084,14.5641,NA,17.8817,14.6499,14.0199,1.61417,13.5697,NA,16.4332,2.9593,1.53489,2.27087,4.20828,12.0456,14.786,34.8572,22.4432,NA,NA,11.4962,2.54443,14.9487,2.76413,1.26704,NA,NA,33.9768,2.35845,12.2354,7.68857,14.4944,6.50909,17.2501,12.6898,16.5142,17.4334,6.88303,12.9464,26.7399,11.7145,9.46995,NA,20.3558,NA,12.79464,1.01695,25.4563,18.2784,4.3383,12.6072,16.2905,13.3259,16.5765,18.0534,16.031,6.8929,NA,NA,15.7735,11.2128,20.5602,6.4122,1.58619,32.363,13.6929,2.78343,8.16817,5.56227,17.5901
"142",NA,20.8269,5.94622,NA,NA,21.2811,NA,13.0478,23.2063,17.9751,13.2567,14.0909,NA,19.6415,18.7452,15.3715,1.21541,7.53791,NA,19.8263,4.0243,NA,NA,4.14268,16.9716,11.3266,16.6482,23.2087,1.20724,1.26557,17.2617,4.12323,16.9163,4.39082,2.53121,12.0912,NA,36.2233,5.46969,18.1886,10.1212,14.3012,12.0988,18.1264,20.1493,19.089,18.2908,9.67599,19.588,27.8837,3.02162,7.17188,NA,16.6682,NA,20.03555,6.22468,NA,19.8215,17.8601,14.9976,16.5571,13.3742,17.0973,16.5207,18.1246,6.67077,NA,NA,15.7452,13.3028,25.5057,15.8082,15.4364,26.7079,14.1824,2.81039,11.9286,7.56598,18.6802
"143",NA,15.699,5.70929,NA,NA,18.8628,NA,22.6528,17.9136,19.7428,14.3879,14.3046,NA,18.1872,24.3385,13.9998,1.36095,11.9515,NA,17.3696,3.41409,8.08073,NA,1.98626,8.8551,14.1067,15.5477,15.8082,NA,2.0836,7.39184,2.70999,4.10577,3.87689,3.6484,9.65505,NA,34.6389,4.1132,18.6193,7.80464,16.0353,6.59108,17.9339,19.0119,16.9279,14.0115,5.73922,17.0684,28.297,15.6688,5.83923,NA,18.7433,NA,11.493345,6.1424,28.72,16.9816,15.4272,12.5245,15.558,14.1765,14.1513,14.7372,14.5545,5.63976,NA,NA,9.88159,9.86653,19.5556,8.27925,10.184,21.1476,12.2379,1.73316,9.00324,10.7932,14.8472
"144",NA,17.262,6.80828,NA,NA,20.6292,NA,19.5092,19.0018,18.7327,13.6917,12.6805,NA,21.2739,28.6059,14.8593,1.67484,13.0358,NA,13.4146,2.87697,NA,1.34016,2.14319,9.16903,9.0978,13.9055,26.3537,1.04891,1.98661,5.65405,3.22299,4.64145,4.52856,2.12373,7.99684,NA,35.0224,4.29784,19.8224,5.47313,14.6211,6.71384,18.0461,18.4163,17.6825,15.6204,5.82377,17.0689,27.4187,17.7096,5.35426,NA,18.4074,1.9322,12.82225,5.86316,NA,17.3575,15.5982,8.56649,16.9057,10.6314,16.5164,14.2305,17.8254,7.4689,NA,NA,10.2905,11.1493,22.3124,6.90712,13.156,31.4107,13.5724,2.52641,5.68384,9.5723,21.0048
"145",NA,19.1643,6.45819,NA,NA,25.4734,NA,23.6653,22.9714,18.1518,NA,14.3044,NA,13.5637,17.3802,12.14,1.33172,13.4177,NA,17.8666,4.14163,NA,NA,2.34423,8.89686,15.892,16.0469,10.0866,1.79732,2.56529,16.9927,3.41855,16.6074,6.05807,1.87106,12.0057,NA,32.154,5.62481,19.0705,7.40555,13.7655,9.52811,17.5741,19.6174,18.6897,34.6719,9.72197,16.3029,29.3488,15.4742,6.39924,NA,6.58886,NA,12.25879,6.49602,NA,18.5323,17.1787,12.1591,18.6615,12.1015,17.5454,16.4842,17.2943,7.03961,NA,NA,12.9494,11.689,26.6352,9.51015,16.1182,26.3564,14.1126,2.46804,1.42677,11.2593,19.5006
"146",NA,18.164,5.74657,NA,NA,25.614,NA,14.4428,22.0182,20.4971,NA,8.62661,NA,17.0546,16.9646,14.6502,1.12779,15.2348,NA,19.3077,3.44161,NA,2.6339,1.62255,11.0762,9.72365,13.7539,25.8884,1.15914,1.59159,10.0023,2.34558,14.38,4.29215,2.78916,7.22859,NA,16.0995,4.48149,20.0193,6.37377,4.00063,4.75855,16.8489,11.7155,16.4828,35.2887,6.27071,13.9978,25.5675,12.072,9.19914,NA,17.5304,NA,9.785485,3.81388,NA,16.9534,12.6872,11.8156,14.0739,1.96,16.075,17.1171,18.4904,3.13087,NA,NA,9.51586,7.73881,27.6479,7.02677,12.0028,25.6482,13.2305,2.50832,3.99563,9.21397,10.6776
"147",NA,15.6986,5.71832,NA,NA,25.2967,NA,18.8804,24.632,13.6208,NA,13.2023,NA,10.1027,16.7884,13.9392,1.25647,14.9359,NA,15.9793,3.36658,17.8685,1.37945,3.84677,12.8183,16.4795,16.7522,21.0282,NA,1.22124,9.59069,3.63485,16.3971,3.26876,1.87635,6.44979,NA,9.05305,4.44004,20.1143,6.52876,12.9787,5.68707,17.2792,34.615,17.4192,35.0983,6.78635,15.0634,25.8203,10.907,8.60277,NA,17.3725,NA,9.072785,2.01876,NA,17.348,6.61388,9.48948,16.536,1.28755,15.7625,16.0693,20.3222,5.42642,NA,NA,15.9847,9.56369,22.104,4.45208,8.33879,28.9816,13.2616,4.40178,4.28557,9.10275,17.9311
"148",NA,21.4943,5.43155,NA,NA,24.6663,NA,17.7824,25.6007,19.2692,NA,13.05,NA,3.14629,18.371,14.8925,1.42827,15.4116,NA,20.1124,3.38271,NA,1.31576,6.5942,18.2058,8.66901,16.7369,19.5688,1.55296,3.35959,15.9677,3.85195,12.9575,7.09731,2.4573,9.42811,NA,13.2025,7.83308,20.596,7.46223,14.0953,8.8579,17.8357,36.181,16.7721,34.8417,6.86571,13.3169,29.1276,5.22243,9.19104,NA,16.8969,NA,17.71355,6.36711,NA,18.7853,14.7247,10.5131,15.276,1.13501,16.0862,17.9988,15.4962,8.26455,NA,NA,18.1182,13.1542,27.5122,8.56077,11.866,28.8154,15.9966,2.85444,10.1015,12.3766,18.2155
"149",NA,18.6916,5.03254,NA,NA,21.4073,NA,16.5185,20.8857,14.7484,NA,12.058,NA,2.70377,28.4093,13.5327,NA,9.24687,NA,16.056,3.59816,NA,NA,2.19447,6.55023,7.24755,11.8994,10.2961,NA,NA,12.1645,NA,4.24487,5.12354,2.06403,7.05775,NA,34.1354,5.8203,15.0458,6.87615,3.58495,5.23032,1.45158,15.4803,17.3793,16.8293,5.03109,15.9762,10.5873,12.24,NA,NA,13.6105,1.23719,11.50021,NA,NA,16.3619,16.6821,10.5984,15.3589,16.1449,16.4789,16.9929,17.3154,2.96967,NA,NA,7.22177,8.81417,26.0126,5.51618,4.31375,30.1908,13.7767,3.20431,7.98577,9.35192,16.7531
"150",NA,15.1584,5.48095,NA,NA,21.3211,NA,17.0238,22.875,17.9941,NA,13.7911,NA,1.48789,27.9872,9.55888,1.50799,13.4597,NA,18.2696,3.21685,NA,NA,3.14242,13.7355,10.8825,9.30033,16.0039,NA,NA,5.74391,1.06164,15.5382,2.69802,1.02059,7.60833,NA,31.6748,5.68761,20.0304,6.96404,5.80558,5.53924,NA,17.0763,15.9354,32.4617,6.41099,15.6204,14.7764,15.9044,8.655,NA,18.5926,NA,11.638465,1.3058,2.19191,17.4325,13.3404,13.4694,15.3157,14.868,15.5376,15.8433,17.5308,7.40865,NA,NA,3.24555,10.3326,14.3224,6.82301,7.0923,26.5132,13.2235,2.2268,7.50583,9.83763,19.8112
"151",NA,17.4777,7.0866,NA,NA,20.9251,NA,16.3061,18.3929,19.872,NA,15.6582,NA,2.2733,18.8374,13.204,1.49344,15.1631,NA,19.8916,3.86549,3.45722,NA,6.75801,17.8225,8.57859,16.6419,15.4175,2.54668,1.924,17.9391,2.48601,12.8222,6.46968,3.14251,9.16104,NA,13.3834,7.65137,20.3514,8.58868,5.79536,11.2389,18.4004,19.8938,17.4322,17.4289,8.05009,18.2689,16.0225,14.4757,8.54697,NA,16.6314,NA,14.5454,5.78141,NA,18.5824,17.3359,12.5061,18.7572,11.7215,16.4328,19.2833,19.5027,9.0562,NA,NA,12.0073,12.7216,27.7487,10.6942,10.4987,34.9626,16.945,4.96676,8.88397,14.6843,18.9174
"152",NA,17.1398,4.92854,NA,NA,18.6317,NA,15.7822,18.2416,15.791,NA,12.2557,NA,3.52362,12.9908,13.3943,1.22957,13.7544,NA,3.37632,3.04931,9.60647,NA,2.57447,7.42755,14.5043,28.3537,9.93953,1.13826,NA,8.87278,NA,13.9127,3.52664,3.59485,6.72542,NA,10.0352,5.8196,14.9183,6.74942,4.5469,4.76251,16.1787,13.8215,17.0923,15.03,6.452,14.2642,9.78104,12.738,8.81013,NA,17.4501,NA,11.479965,5.30238,23.7247,17.909,13.7049,12.7283,13.9287,12.9443,15.8732,17.8993,17.2659,NA,NA,NA,9.06657,6.62315,28.4528,7.13225,6.17192,29.9754,13.2201,3.45097,4.70847,8.48801,17.5715
"153",NA,16.6214,6.07785,NA,NA,25.0474,NA,15.9759,17.1632,16.4654,NA,12.164,NA,3.18971,17.6171,9.70289,1.42228,13.5456,NA,7.91902,3.38618,NA,NA,2.71238,16.5119,9.96853,14.1893,18.3315,NA,NA,11.9247,2.25157,10.8178,3.29105,NA,7.61707,NA,10.1223,6.16911,18.7951,8.4738,5.78883,6.74666,17.7247,13.2622,16.995,17.0058,3.53834,17.737,13.0319,16.2325,4.43125,NA,17.4489,NA,9.971835,5.39311,23.2546,12.9803,25.2295,10.7169,17.78,12.8182,14.5957,17.1828,19.8808,8.09305,NA,NA,10.8603,8.21575,31.7193,5.84196,NA,25.9149,11.5492,3.8084,5.0295,8.83319,20.5004
"154",NA,17.9377,5.60181,NA,NA,15.4847,NA,17.4624,17.4366,18.6746,NA,13.6486,NA,2.29201,19.5821,18.1258,1.06181,15.4309,NA,3.55163,5.50548,NA,NA,5.75188,15.2948,17.5215,31.8788,26.5547,1.40471,2.61953,16.922,3.62984,13.6677,6.47146,2.19546,21.2549,NA,19.2395,7.92672,18.659,9.59864,5.80122,10.7794,19.2881,16.9747,4.8391,14.0287,11.6491,17.1777,20.5773,14.1872,8.51147,NA,32.033,1.47839,16.8686,7.49142,NA,14.3264,12.004,11.6806,19.0676,15.0517,17.342,15.6435,20.342,8.17325,NA,NA,11.4356,11.0084,29.1477,7.63317,12.0269,29.0172,15.6902,3.86151,5.34299,13.9495,18.4685
"155",NA,18.45,5.5122,NA,NA,22.1003,NA,16.0988,17.126,23.3736,NA,11.6296,NA,3.51956,28.1124,17.1398,1.43338,12.7363,NA,1.54452,3.17643,NA,NA,2.57554,12.327,10.4719,32.051,13.9997,1.23637,1.28077,9.97237,1.79036,13.2494,2.12244,2.38461,5.17974,NA,7.12724,1.16327,19.409,5.8589,5.83668,5.45364,18.2881,13.3176,5.43148,15.3403,4.56139,15.9648,14.5053,13.6498,6.4569,NA,13.476,1.24673,12.41195,5.21366,29.5559,17.7641,11.8761,7.68492,10.4449,13.279,13.5033,17.3549,16.4774,NA,NA,NA,6.91139,6.39529,30.711,6.87342,7.03684,26.4072,13.3652,3.90214,7.4625,7.64872,16.889
"156",NA,16.809,5.21298,NA,NA,22.7139,NA,15.609,16.3959,15.779,NA,13.48,NA,3.7421,15.8448,16.7138,2.83746,13.4423,NA,1.50757,4.48079,NA,NA,4.46086,14.1255,14.0771,29.3214,13.8704,NA,NA,10.8324,1.25541,14.8511,6.24832,NA,9.65126,NA,16.8495,1.34045,18.2004,6.49153,NA,4.98364,18.1324,14.9396,5.16377,16.285,5.95151,18.0747,13.3817,11.866,4.95886,NA,19.4789,1.15372,9.569575,6.34977,NA,15.9417,12.8622,8.86103,17.8011,12.5428,14.3526,16.6467,13.6808,5.51414,NA,NA,12.9587,8.66009,29.7278,6.00253,7.43483,26.0158,12.9688,3.76978,6.09999,10.0031,17.5279
"157",NA,19.001,6.79191,NA,NA,26.8705,NA,16.0776,19.6684,18.3015,NA,12.247,1.18309,2.11191,19.1245,17.9358,NA,12.0983,NA,1.94208,4.53971,13.7466,NA,4.80757,18.7737,10.9196,30.6392,24.0158,1.96891,2.98827,17.2272,2.66689,13.8033,10.8135,2.78663,11.8612,NA,17.2895,3.13764,20.3093,6.96352,1.10308,9.03377,20.0791,15.9168,4.96459,14.6686,7.55294,17.7026,17.5151,14.6956,9.04996,NA,19.3033,1.09715,11.772265,5.10141,NA,19.6129,9.98639,10.1869,19.8875,12.4574,17.8229,15.9606,17.0246,9.06144,NA,NA,17.7388,14.4962,7.04534,7.18364,10.7577,29.8098,15.8167,4.34253,11.8861,12.6795,21.4285
"158",NA,17.5585,4.7606,NA,NA,23.812,NA,11.1067,16.9229,18.2951,NA,13.0028,NA,3.26686,13.4256,13.3169,2.46654,14.0082,NA,1.50843,4.70439,1.65069,1.13698,3.56903,14.0203,13.8766,30.6386,22.4035,1.06721,NA,5.77516,NA,5.57802,3.76463,2.19809,8.46649,NA,15.5235,5.54298,17.2462,6.301,1.42758,4.22416,18.59,13.2927,6.88768,15.5865,5.61583,15.3598,13.2436,17.1092,8.54156,NA,14.9212,NA,9.470555,6.73097,25.863,16.864,8.03551,9.0404,15.7434,12.233,15.5675,15.7121,13.2975,1.78356,NA,NA,5.14311,10.8793,27.7512,4.96811,8.27909,28.9247,13.4031,1.75604,6.63378,10.2774,16.6378
"159",NA,16.5047,4.81898,NA,NA,23.8387,NA,14.5574,16.6141,21.5996,NA,7.75047,NA,2.39666,15.769,14.1495,2.32399,14.9948,NA,1.33,6.02086,NA,1.02124,2.89988,9.30462,8.89138,30.3092,28.07,NA,NA,13.1441,NA,5.62319,10.233,NA,9.45955,NA,17.3546,6.37949,19.1506,10.3587,1.8398,7.13424,17.7938,16.5,5.83872,15.7607,5.87257,21.8882,14.9261,13.7739,8.65138,NA,17.8901,NA,9.060265,7.4123,13.8221,19.6278,12.7531,12.0753,16.0496,9.93963,14.6447,16.6231,14.5371,3.98267,NA,NA,10.4205,7.91061,29.816,6.21239,9.62414,30.7102,15.8129,2.35413,6.35942,12.6991,19.8691
"160",NA,19.1894,6.90468,NA,NA,19.4409,NA,26.5683,17.1422,18.3128,NA,13.5193,1.62853,2.37244,17.8712,13.6497,1.38711,15.5653,NA,1.635,5.82748,NA,NA,6.04107,16.9019,10.3401,33.7511,24.5067,NA,3.26652,17.8129,4.55379,17.7447,11.3654,2.69715,9.70658,NA,16.4375,7.75183,20.0092,6.37016,14.8668,9.35337,19.8378,18.6628,8.37138,18.5516,6.72524,14.8513,14.3965,14.3427,9.11563,NA,19.3829,NA,19.13905,7.55515,NA,20.1771,17.2794,15.8568,17.1475,12.8235,17.991,25.6422,17.9465,7.54941,NA,NA,6.71783,14.6986,30.1705,9.99854,13.7622,35.4486,13.9357,2.04086,10.6633,14.156,19.2099
"161",NA,19.2386,4.6601,NA,NA,19.9735,NA,10.0764,18.6754,17.8135,NA,14.437,NA,2.87064,26.7224,14.7801,1.24959,14.0857,NA,1.41557,3.14006,NA,1.435,3.52281,7.87481,8.88263,13.7521,9.79897,NA,1.18917,13.2091,NA,14.7498,4.08368,2.47468,17.9493,NA,13.2466,1.9769,18.4759,6.56551,15.3592,5.38955,15.6221,33.0178,17.6774,15.9658,4.00216,16.1635,12.6505,17.7948,2.90485,NA,18.0561,NA,12.179955,6.24149,22.3522,14.0086,13.9724,11.7981,15.0746,13.0596,9.93249,18.448,17.8799,2.4488,NA,NA,7.08637,9.86076,29.6147,5.16943,6.99636,31.2384,13.6306,2.53956,5.74436,8.93394,17.3712
"162",NA,19.3641,5.29688,NA,NA,22.364,NA,12.268,17.3479,21.4144,NA,13.9986,NA,3.6567,28.0045,NA,1.32904,14.2571,NA,1.62951,3.36996,5.37348,NA,2.8442,7.28412,10.2267,17.7555,10.215,NA,1.27748,13.4857,NA,13.0137,2.99703,NA,9.78633,NA,14.3865,5.45398,19.6154,5.88303,16.9346,6.42654,17.1896,18.377,17.479,18.9565,5.58382,12.3956,13.434,17.7561,3.40344,NA,18.8753,NA,15.50135,7.36439,NA,16.0526,13.1992,11.7358,14.8409,13.7454,14.4247,18.4615,18.9998,6.20262,NA,NA,10.7679,10.3742,30.4498,1.70242,6.917,28.7641,12.8002,3.30117,7.12133,11.2508,7.4824
"163",NA,17.7835,5.77159,NA,NA,21.0985,NA,27.3341,16.5938,24.8541,NA,12.5457,NA,3.51662,28.5665,NA,NA,14.8418,NA,1.77493,3.95278,17.0816,1.12128,7.32708,NA,20.1197,18.5902,10.6947,1.87488,3.38172,16.3213,2.75411,18.4909,4.45861,1.49799,8.85801,NA,10.4046,7.78026,19.7019,10.245,17.686,7.05899,18.421,19.6996,19.6849,18.6463,9.90179,19.9951,13.8554,16.1777,9.46782,NA,20.241,NA,19.60895,1.07517,NA,16.4448,16.544,15.8664,19.4933,13.1052,NA,17.9891,18.5088,7.195,NA,NA,16.0305,13.2183,28.0181,8.72332,5.41054,35.6202,15.7204,3.28139,10.6264,5.02708,19.4623
"164",NA,19.1226,5.53301,NA,NA,19.0055,NA,26.1598,10.0508,14.2375,NA,15.141,NA,2.25741,16.7846,NA,NA,23.4685,NA,1.41258,3.40664,NA,NA,5.53018,13.9603,7.04567,16.6519,9.31769,NA,1.83135,14.8481,NA,14.5691,3.67031,NA,7.93391,NA,14.2247,6.71615,19.9492,6.24543,14.8739,5.58886,15.0646,19.8072,17.5879,10.075,3.83184,19.7756,13.7585,12.9498,9.10257,NA,16.4808,NA,12.992415,7.59109,NA,17.7376,12.2243,10.2331,14.6944,10.2327,16.4998,18.0395,17.697,2.92602,NA,NA,10.6831,9.1941,29.8155,5.36662,4.26383,29.115,13.438,5.44671,8.10384,11.5347,19.7839
"165",NA,17.0438,6.95069,NA,NA,19.628,NA,28.8184,16.0911,16.6209,NA,12.9125,NA,3.26232,16.7303,NA,2.73964,24.6039,NA,1.44097,4.83623,1.01403,1.62023,7.32949,5.75583,11.8921,15.4852,22.9831,NA,2.8743,11.6661,1.88406,9.54781,5.30244,NA,8.64123,NA,2.89307,6.10497,19.8937,NA,13.9189,6.27984,16.7693,16.2647,17.1841,36.7138,6.02001,15.6538,11.9417,16.6412,4.27587,NA,17.8531,NA,13.039735,NA,NA,17.1006,7.35598,13.2819,17.325,11.057,14.5329,17.8615,13.1703,4.37723,NA,NA,NA,11.2796,16.6663,5.06972,7.49542,31.4123,15.0444,3.74634,8.83754,12.0914,24.7553
"166",NA,17.8811,7.61598,NA,NA,20.672,NA,28.6999,16.4498,22.7682,NA,14.3555,NA,3.42445,19.5925,NA,1.65146,25.7456,NA,1.9424,4.25155,NA,1.02952,6.02169,16.5757,10.5991,15.8547,27.8632,NA,NA,16.9982,2.3779,13.5948,6.3913,NA,10.0091,NA,9.44794,7.85403,19.5742,1.5548,18.6312,7.14679,14.8986,20.2224,6.69031,18.1203,6.6944,14.5361,14.2007,18.3591,9.06166,NA,18.9119,NA,13.07315,NA,NA,17.9897,13.587,16.1666,31.9158,12.8239,14.4722,19.1556,19.2253,2.58517,NA,NA,3.77709,13.097,17.6297,8.06608,9.4034,32.2766,15.4278,3.3758,4.8948,15.0158,16.3437
"167",NA,17.727,6.78892,NA,NA,20.5316,NA,25.2848,17.0682,22.287,NA,9.74796,NA,2.52856,17.513,NA,1.54277,23.4385,NA,7.1361,5.35189,NA,NA,5.36427,14.3603,8.03381,14.9088,22.3661,NA,1.98755,14.2867,2.08773,11.7997,NA,1.89997,10.5293,NA,NA,4.67262,30.8347,2.94772,11.9591,5.91546,17.0853,14.9232,6.6652,15.3881,3.91472,14.6218,9.8978,14.5868,1.86442,NA,26.8491,NA,17.88095,8.95663,2.42429,15.6236,10.0117,16.7098,27.7809,13.6184,13.5416,NA,16.8019,5.01648,NA,NA,11.3163,10.2391,15.7834,6.18238,7.24319,29.3461,12.9873,3.87634,6.84866,9.00635,17.812
"168",NA,15.4476,6.25235,NA,NA,25.0798,NA,28.4652,16.9607,23.1529,NA,12.4001,NA,3.29276,17.4055,NA,1.76825,26.2618,NA,7.19022,3.86275,NA,NA,5.47675,11.4203,9.83342,15.9928,29.2833,NA,1.366,15.563,3.63225,12.8319,4.15929,NA,10.1093,NA,7.65878,6.37055,1.85238,12.0241,14.7667,5.01117,18.0416,28.7969,7.59685,17.2964,3.95854,18.1271,NA,12.7507,2.90084,NA,32.1279,NA,9.57765,NA,26.0255,17.5411,29.3853,16.8626,NA,11.56,NA,17.097,13.6617,2.11775,NA,NA,11.7891,11.6506,17.2454,6.45319,6.57346,30.1492,14.2001,3.86615,8.72657,9.62871,18.6653
"169",NA,18.0913,9.67255,NA,NA,21.1673,NA,25.9973,18.8123,23.924,NA,14.1934,NA,2.1303,19.3412,NA,3.08883,28.0459,NA,7.47793,4.66075,NA,NA,6.88196,NA,11.068,18.2679,28.7252,NA,3.57817,17.7647,3.93206,17.2203,12.8375,1.98328,9.43343,NA,10.5812,8.41444,33.2005,8.32337,15.9548,11.3687,19.6755,27.861,8.53251,17.2353,6.18127,16.078,17.165,12.9037,7.40255,NA,18.6705,NA,9.525445,11.3274,NA,18.897,18.1576,19.3128,19.1411,4.50333,NA,18.9268,19.1993,NA,NA,NA,9.94258,15.709,17.649,8.64912,16.0938,30.1878,14.8854,3.78417,NA,13.3725,17.5989
