0.01278,0.030532
0.068229,0.065878
0.061503,0
0.015484,0.017033
0.073984,0.030693
0.050511,0
0.028583,0.034917
0.042124,0.015989
0.014488,0.015153
0.032941,0.070217
0.083118,0.045774
0.053062,0.015997
0.082461,0.026741
0.021578,0.0267
0.062134,0.041923
0.064956,0.032728
0.11853,0.026191
0.062048,0.019763
0.057686,0.028252
0.043946,0.046392
0.10284,0.25305
0.11335,0.10436
0.16822,0.076914
0.072608,0.084598
0.074257,0.050325
0.078586,0.032644
0.080666,0.10875
0.078677,0.1502
0.097043,0.096307
0.14312,0.047913
0.062788,0.090348
0.20496,0.10411
0.10142,0.044369
0.2181,0.21223
0.18992,0.11574
0.09799,0.11086
0.072945,0.038116
0.036712,0.043632
0.12019,0.035309
0.18115,0.14615
0.10249,0.12003
0.1641,0.16014
0.22494,0.057985
0.14886,0.081707
0.088482,0.07189
0.17708,0.14841
0.21902,0.011083
0.16039,0.0072739
0.14944,0.12376
0.08659,0.078269
0.06664,0.028449
0.16848,0.026589
0.12858,0.15803
0.15462,0.071167
0.082995,0.11083
0.10343,0.24738
0.094439,0.17319
0.1454,0.11208
0.14905,0.28012
0.096661,0.10133
0.034064,0.12418
0.11415,0.26333
0.076176,0.08603
0.061901,0.053483
0.043659,0.041098
0.068279,0.12362
0.1712,0.20255
0.16558,0.18996
0.1077,0.20313
0.17911,0.079826
0.13133,0.26515
0.20047,0.19195
0.090251,0.074927
0.093437,0.15901
0.076454,0.10483
