0.051162,0.031632
0.12354,0.13815
0.10817,0.13204
0.025394,0.03251
0.10558,0.13997
0.06734,0.075187
0.12102,0.14203
0.13492,0.15757
0.089449,0.12333
0.12616,0.19463
0,0
0.085879,0.067603
0.13458,0.15165
0,0
0.15136,0.12055
0.20804,0.32046
0.077139,0.22467
0.12592,0.088186
0.11558,0.14108
0.13081,0.11022
0.09099,0.068328
0.055607,0.046934
0.29692,0.11602
0.10248,0.063213
0.2316,0.23923
0.08905,0.12931
0.1291,0.064185
0.17091,0.11983
0.12465,0.13873
0.10479,0.12057
0.12907,0.066026
0.13045,0.15955
0.11605,0.090971
0,0.059962
0.093878,0.055032
0.122,0.11835
0.09745,0.10214
0.10079,0.09038
0.066147,0.02352
0.12468,0.1459
0.16101,0.17336
0.14546,0.12808
0.063059,0.069641
0.12995,0.10392
0,0
0.10616,0.1128
0.15029,0.11642
0.086104,0.10563
0.15241,0.20181
0.12934,0.14617
0.16722,0.13108
0.033692,0.024889
0.15186,0
0.048539,0.056766
0.098528,0.10281
0.067164,0.054702
0.056289,0.068771
0.12061,0.13775
0.088267,0.094904
0.10694,0.093329
0.08666,0.052918
0.061779,0.04237
0.12788,0.11081
0.21635,0.24063
0.13374,0.018222
0.10615,0.082599
0.11968,0.11547
0.12103,0.10969
0.097743,0.077912
0.044059,0.047739
