0.023058,0
0.084123,0.061484
0.037178,0.023616
0.016167,0.074127
0.03602,0.04557
0.097579,0
0.022958,0.050641
0.016357,0.083865
0.013559,0.023526
0.037554,0.043776
0.046073,0.08331
0.050739,0.040042
0.050638,0.056504
0.04584,0.010118
0.060212,0.046112
0,0.21893
0.062547,0.066521
0.078437,0
0.044052,0.077877
0.05636,0.052084
0.24745,0.052906
0.18781,0.041937
0.19029,0.06425
0,0.22246
0.033627,0.08747
0.068314,0.064965
0.036373,0.1774
0.098963,0.11677
0.079668,0.063798
0.11199,0.12281
0.079779,0.065634
0.10258,0.086302
0.053474,0.1654
0.07163,0.071145
0.33008,0.17764
0.089196,0.21706
0.13813,0.063312
0.033025,0.051278
0.031339,0.029547
0.099179,0.059835
0.062726,0.11415
0.23601,0.11127
0.18086,0.12323
0.14818,0.083932
0.21211,0.036952
0.10767,0.067767
0.07727,0.11414
0.077074,0.10062
0.11966,0.090262
0.084393,0.10671
0.045862,0.069576
0.1328,0.061241
0.2983,0
0.10758,0.14271
0.1728,0.13409
0.060707,0.18458
0.10037,0.13508
0.0934,0.18229
0.035716,0.26535
0.1544,0.24572
0.056456,0.1725
0.076484,0.071978
0.071574,0.13021
0.15282,0
0.019901,0.080153
0.12139,0.085392
0.15978,0.17663
0.14908,0.28916
0.11838,0.10514
0.12296,0.14605
0.23855,0.11903
0.090824,0.054444
0.061127,0.18045
0.08757,0.10307
