0.057651,0
0.2516,0
0.021582,0.019849
0.011976,0.00060973
0.25867,0.017918
0.097202,0.054852
0.13964,0.016442
0.0019603,0
0.18052,0.19083
0.090563,0.15626
0.10303,0.10503
0.11129,0.01805
0.13781,0.042198
0.070183,0.019499
0.15743,0.028654
0.13643,0
0.18964,0.070965
0.14841,0.42431
0.092912,0.34363
0.12582,0.029314
0.097568,0.23029
0.1407,0.068833
0.17459,0.12155
0.16653,0.18081
0.072562,0.0087247
0.12514,0.13005
0.11649,0.080917
0.11328,0.051765
0.071514,0.0056306
0.079177,0.090806
0.075365,0.35042
0.16547,0.09257
0.053492,0
0.090389,0.14576
0.13077,0.094381
0.1542,0.15302
0.1211,0.038971
0.1034,0.05834
0.28215,0.034631
0.023992,0.0034012
0.15088,0.045953
0.065097,0.011177
0.13387,0.43673
0.092772,0.092586
0.091979,0.066338
0.12777,0.044163
0.088718,0.05251
0.12369,0.12087
0.23382,0
0.062276,0.0090868
0.13067,0.0057175
0.12411,0.036085
0.073069,0.023234
0.16921,0.18709
0.22921,0.14567
0.078644,0.049257
0.037191,0.012312
